gid,srand,Primary,Secondary,Internal,Antisense
b3765,-,3948005,[3948288],"[3946546, 3946565, 3947054, 3947566, 3947740]","[3946567, 3946949, 3947425]"
b3764,+,3946052,[],[],"[3946015, 3946043, 3946147, 3946178, 3946340, 3946415, 3946546]"
b4480,-,3946015,"[3946043, 3946147, 3946178]","[3945315, 3945401]","[3945190, 3945564, 3946052]"
b3761,+,3944980,[],[],[3945141]
b3759,+,3944723,[],[],[]
b3758,+,3941460,[],"[3941962, 3942128, 3943003, 3944174, 3944223, 3944226]","[3942849, 3943796]"
b3757,+,3941232,[],[3941460],[3941594]
b3755,-,3939638,[],[3939251],"[3938952, 3939447, 3939449]"
b3756,+,3939538,[3939656],"[3940169, 3941076, 3941232]","[3939790, 3939795, 3940527]"
b3752,+,3935068,[],[3935569],"[3935245, 3935367, 3935556, 3935856]"
b3751,+,3934187,[],[3935068],[3935245]
b3749,+,3931529,[3931526],"[3931989, 3932390]",[3932040]
b3748,+,3931345,[3931078],"[3931526, 3931529]","[3931516, 3931568]"
b3747,+,3929282,"[3929126, 3929239]","[3929345, 3930646, 3930653, 3931078]","[3929244, 3929415, 3929585, 3929640, 3930817]"
b3746,-,3929181,"[3929156, 3929185, 3929244, 3929415]","[3927907, 3928040]","[3927869, 3929126]"
b3745,-,3927907,[],"[3926412, 3926540, 3926836]","[3926177, 3926181]"
b3742,-,3924499,[],[],[]
b3741,-,3923702,[3923805],"[3921775, 3922336, 3922734, 3923466, 3923483]","[3922886, 3923033]"
b3740,-,3921775,[],"[3921134, 3921347, 3921355]","[3921007, 3921108, 3921364, 3921368, 3921539, 3921623, 3921627]"
b3739,-,3920548,"[3920743, 3920748]",[],[3920522]
b3732,-,3915456,[],[],"[3913956, 3914518, 3914534]"
b3730,-,3913244,"[3913348, 3913399]","[3912383, 3913026]",[3913184]
b3728,-,3909612,[3909753],[3909128],"[3908723, 3908725, 3909349, 3909381]"
b3727,-,3908500,[],"[3907962, 3907964, 3908303, 3908318]","[3907535, 3907889]"
b3723,-,3904720,[3904597],[3904345],[]
b3717,+,3895947,[],"[3896312, 3896397, 3896475, 3896522]",[]
b3715,+,3894698,"[3894537, 3894629]","[3894828, 3894977, 3894998, 3895215]","[3894938, 3895141]"
b3714,-,3894661,[3894671],"[3893675, 3893945, 3894396, 3894554]","[3894234, 3894537, 3894629, 3894698]"
b3713,+,3892547,[],[],[]
b3712,+,3891875,"[3891852, 3891871]","[3892370, 3892547]",[]
b3711,+,3890742,[],[3891587],"[3891709, 3891745]"
b3707,+,3886434,[],[],[3886463]
b3706,+,3884775,[3884656],[],"[3884841, 3884862, 3885468]"
b3705,+,3883036,[3882944],[3884656],"[3884639, 3884841]"
b3703,+,3882263,"[3882073, 3882091, 3882138, 3882254]",[],[]
b3702,-,3881984,[3881803],[3880754],"[3881099, 3881369, 3881590]"
b3699,-,3878175,[3878411],"[3876380, 3876754, 3877718]","[3876112, 3876329, 3876365, 3876609, 3876823, 3878173, 3878190]"
b3698,-,3875534,[3875634],[],"[3875498, 3875500]"
b3697,-,3875000,[],[3874174],[]
b3691,-,3869798,[],[],[]
b3688,+,3865719,"[3865482, 3865551, 3865620, 3865631]",[3865763],"[3865741, 3865845]"
b3687,-,3865541,[3865741],[],[3865482]
b3685,-,3864367,"[3864327, 3864413]","[3862819, 3863111, 3863140, 3863538, 3863948, 3864071, 3864107]","[3862616, 3864328]"
b3680,+,3858276,[],"[3858587, 3858671, 3859165]","[3858563, 3858825]"
b3676,-,3854437,[],[],[3854418]
b3677,+,3854418,[],"[3854675, 3854679]","[3854437, 3854805]"
b3674,-,3853715,"[3853765, 3853835]",[3853214],[]
b3673,+,3851886,[3851868],[3852035],"[3851935, 3852291, 3853214]"
b4618,+,3851362,[],[],[]
b4616,-,3851280,[],[3851215],"[3851216, 3851362]"
b3672,-,3851039,[3851215],[],[]
b3669,-,3848778,[],[],[]
b3667,-,3846794,[],"[3845551, 3845907]",[3846730]
b3666,-,3845221,[],[3844017],[3845196]
b3665,+,3841925,[],[3843424],"[3842655, 3842738, 3843231, 3843711]"
b3663,-,3840443,[3840562],[3840404],"[3840050, 3840146]"
b3662,-,3839794,[3839806],[3838838],"[3838524, 3839275]"
b4555,+,3838205,[3837947],"[3838375, 3838524]",[3838379]
b3661,-,3838039,[],[],[3837947]
b4653,+,3834413,[],[],[]
b3658,+,3834221,"[3834060, 3834115, 3834135, 3834245]",[],[]
b3655,+,3828454,[],"[3828625, 3828963, 3830157]","[3828605, 3830154]"
b3654,+,3826944,[3826698],[],[3827177]
b3653,-,3826788,[],"[3825834, 3825984, 3826241]",[3826698]
b3652,+,3823045,[3823219],"[3824683, 3824701]","[3824385, 3825337, 3825389]"
b3649,+,3819946,[],[],[3820119]
b3648,+,3819409,[3819195],"[3819822, 3819946]","[3819810, 3820119]"
b3647,-,3819215,[],[3819163],"[3817427, 3817602, 3818468, 3818679, 3818732, 3819195]"
b3645,+,3815724,[3815527],[],"[3815888, 3816134, 3816469]"
b3644,+,3814671,[],"[3814891, 3815527]","[3814600, 3814602]"
b3643,-,3814600,[3814602],[],"[3813899, 3814671]"
b3641,+,3812220,[],[3812518],[3813185]
b3640,+,3811770,[3811933],[3812220],[]
b3639,+,3810724,[],"[3811171, 3811770, 3811933]",[3811561]
b3638,-,3810600,[],"[3810018, 3810060, 3810395]","[3809854, 3810089]"
b3637,-,3809835,[],[],[]
b3635,-,3809198,[],[3808793],[3808981]
b3634,+,3807749,[],[3808074],"[3807758, 3808055]"
b3633,+,3806539,[],"[3806797, 3806852, 3807066, 3807432, 3807436, 3807749]","[3807080, 3807082, 3807114, 3807615, 3807758]"
b3632,-,3806261,[],"[3805486, 3806103]",[]
b3627,-,3801118,[],"[3800288, 3800399]","[3800135, 3800377, 3800444]"
b3626,-,3800288,[],[3799387],[3799061]
b3621,+,3793988,[],"[3794396, 3794557]","[3793920, 3794091, 3794372, 3794380, 3794389, 3794446]"
b3620,+,3792819,[],"[3793309, 3793988]","[3793077, 3793374, 3793444, 3793920, 3794091]"
b3619,+,3791962,"[3791776, 3791904]",[3792819],[3792262]
b3618,-,3791734,"[3791815, 3791887]",[3791016],[3791776]
b3617,-,3790600,"[3790698, 3790746]","[3790148, 3790150]","[3790571, 3790674]"
b3614,+,3785974,[3785825],"[3786451, 3786568]","[3786946, 3787053]"
b3611,-,3783077,[],[3782990],"[3783003, 3783037]"
b3612,+,3783037,"[3783003, 3783209]",[],[]
b3609,-,3782226,[3782257],[],[3781701]
b3606,+,3779222,[],[3779289],"[3779239, 3779388]"
b3603,+,3775315,[3775312],"[3775494, 3775608, 3775751]","[3776919, 3776962]"
b4554,-,3774469,[3774660],"[3774226, 3774251]",[]
b3599,+,3770212,[3770149],"[3770330, 3770523, 3771212, 3771258, 3771788]","[3770234, 3770305, 3772281]"
b3598,-,3769834,[3769914],[],"[3769412, 3769846]"
b4651,+,3766708,[],[3766916],[]
b3595,+,3765176,"[3765083, 3765092]",[3765719],"[3765157, 3765702, 3765833]"
b3594,+,3764123,[3764095],"[3765083, 3765092, 3765176]","[3764361, 3765157]"
b3593,+,3760168,[],"[3760581, 3761997, 3764095, 3764123]","[3761109, 3763304, 3764114, 3764171, 3764250, 3764361]"
b3592,-,3760005,[],[3759762],[]
b3588,-,3754687,[],"[3754060, 3754516]","[3753782, 3754545]"
b3585,+,3749991,[],[3750373],[3750261]
b4648,-,3749004,[],[],[3748750]
b3583,+,3747997,[],"[3748239, 3748539, 3748565, 3748750]",[3748378]
b3574,-,3740563,[],"[3739856, 3739977, 3740023]","[3739693, 3739837]"
b3573,-,3739626,[3739856],[3739310],"[3739105, 3739693]"
b3572,+,3737697,"[3737530, 3737613]",[3738232],"[3737667, 3737679, 3738211, 3738495, 3739009]"
b3571,+,3735378,[3735336],"[3737095, 3737530]","[3735643, 3735987, 3737203]"
b3570,-,3735263,[3735297],[3734616],"[3734654, 3734947, 3735030]"
b3569,+,3732885,[3732840],"[3733127, 3733163, 3733920]",[3733324]
b3566,+,3729094,[],[],"[3729768, 3730104, 3730246]"
b3564,-,3727694,[],[],"[3726654, 3726799, 3726954, 3727122, 3727386]"
b4553,-,3723816,[],[3723610],"[3723792, 3723794, 3723804, 3723832]"
b3561,+,3723794,"[3723792, 3723804, 3723832]","[3724468, 3724827]","[3723816, 3724134]"
b3560,-,3723377,[3723610],[],[3722494]
b4614,+,3719955,[3719887],[],[]
b3556,+,3717912,[],[3718093],[]
b3555,+,3717454,[3717336],[],[3717865]
b3554,-,3717120,"[3717143, 3717151]","[3716423, 3716835]","[3716333, 3716449, 3716529, 3717166]"
b3553,+,3715310,[],[3716197],"[3715350, 3715467]"
b3551,-,3714534,"[3714451, 3714505]","[3712146, 3712354, 3712868, 3712927, 3712949, 3713460, 3714320]",[3712069]
b3552,+,3714525,[],[],"[3714505, 3714534, 3714979]"
b3549,+,3711034,[3710962],[],[3711033]
b3548,-,3711033,[],[],"[3710313, 3710765, 3710962, 3711034]"
b3546,-,3708602,"[3708606, 3708692]","[3706902, 3707558, 3707730, 3707982]","[3706920, 3707129, 3707307, 3707749]"
b3545,-,3706720,[3706902],[3706676],[]
b3544,-,3705893,[],"[3704292, 3704494]","[3704192, 3704297]"
b3539,+,3698454,[],"[3698609, 3698769, 3699572, 3699731, 3699836]","[3698649, 3698825, 3698828, 3699202, 3699320]"
b4454,+,3698159,[3698137],[],[3698295]
b3535,-,3694387,[3694416],[3694022],"[3694152, 3694260]"
b3536,+,3694260,[3694420],"[3694767, 3694770, 3694850, 3694888, 3695256, 3695449]","[3694387, 3694416, 3694518, 3694789, 3695090, 3695495]"
b3534,-,3694022,[],[],"[3693655, 3693657]"
b3529,-,3683670,[],"[3682082, 3683449, 3683462]",[]
b3528,-,3681521,[],"[3680580, 3680841]",[3680695]
b3527,-,3680123,[],"[3678612, 3678736, 3678766, 3679030, 3679215]","[3678478, 3679784, 3680042, 3680044]"
b3526,+,3677415,[],[],[3677511]
b3525,-,3677250,[3677255],[],[3677015]
b3523,+,3672782,[3672509],[],[3674174]
b3521,+,3670379,[],[],[3670624]
b3520,-,3670004,[],"[3669318, 3669620, 3669825]",[3669249]
b3519,+,3667593,"[3667372, 3667411]","[3669033, 3669249]","[3668862, 3668870, 3669318]"
b3518,-,3667285,[],"[3665864, 3666802, 3666839, 3666932]","[3666627, 3667002]"
b3517,-,3665864,[3665731],[3665441],"[3664209, 3664633, 3665466]"
b3516,-,3664083,[3663864],"[3663132, 3663181, 3663242]",[3663388]
b4452,+,3662887,"[3662665, 3662696, 3662797]",[],[]
b3515,-,3662689,"[3662675, 3662763]","[3661976, 3662007, 3662086]","[3661972, 3662006, 3662166, 3662434, 3662665, 3662696]"
b4704,-,3656077,[],[],[]
b3511,+,3654983,[3654780],[3655034],[]
b3510,-,3654814,[],[],"[3654505, 3654780]"
b3509,-,3654332,[],[],[]
b3508,-,3653965,[],[],[3653504]
b3506,+,3651959,[],"[3652135, 3652332]","[3651968, 3652625]"
b3505,-,3651248,"[3651259, 3651291]",[3651212],[]
b3504,+,3649099,[],[3651544],"[3649271, 3651212, 3651248, 3651259, 3651291, 3651718]"
b3503,+,3647969,[3648120],"[3648362, 3648523]","[3648259, 3648342]"
b3501,+,3646316,[3646533],[],[]
b4613,-,3646005,[3646010],[],[3645886]
b3500,+,3644038,[],"[3645240, 3645443, 3645602]",[]
b3499,+,3643349,[],[3644038],[]
b3498,-,3643261,[3643272],[3642342],[3642357]
b3496,+,3638788,"[3638774, 3638861]",[3640274],"[3638853, 3639717]"
b3495,+,3637960,"[3637928, 3638008]",[3638544],[]
b3494,-,3637869,[],[3637461],[3637403]
b3493,+,3635635,"[3635419, 3635545, 3635601]","[3635721, 3636348]",[3636683]
b3492,-,3635459,[3635527],[],"[3634632, 3634709, 3635419]"
b4660,-,3632673,[],"[3631108, 3632117, 3632337]","[3632162, 3632210, 3632238, 3632507]"
b4552,+,3621639,[],[],[]
b3482,+,3617188,[],"[3617590, 3619006, 3621030]","[3617187, 3618118, 3620313, 3621229]"
b3481,+,3616560,[3616400],[],[3617010]
b3480,+,3615700,[3615583],"[3615845, 3616400, 3616560]",[3615795]
b3476,+,3611651,[],"[3611699, 3612145]","[3611617, 3612073]"
b3475,+,3610962,[],[3611209],"[3610985, 3611617]"
b3473,-,3609782,[],"[3608739, 3608872, 3608881]",[3609411]
b3472,+,3607940,[3607936],[3608300],[3608372]
b3471,+,3607143,[3607178],[],"[3607168, 3607222]"
b3470,-,3607043,"[3607168, 3607222]",[],[]
b3469,+,3604414,[3604298],"[3605001, 3605594, 3606075, 3606662]","[3605502, 3606725]"
b3468,+,3603723,[],[3604298],[]
b3467,-,3603656,[],"[3603302, 3603528, 3603592]","[3603437, 3603723]"
b3465,+,3602350,[],[3602647],"[3602339, 3602402]"
b3464,-,3602339,[3602402],[3600887],"[3600779, 3602350]"
b3463,-,3600887,[],[],"[3600233, 3600253, 3600779]"
b3461,-,3599025,"[3598872, 3598886, 3599027]",[3598668],[]
b3460,-,3597784,[3597817],[],"[3596480, 3596839]"
b3459,+,3595895,[3595818],[3596091],[]
b3458,-,3595746,[],"[3595224, 3595376]",[3594443]
b3453,-,3590449,[],[],"[3590187, 3590342]"
b3448,+,3584943,[3584906],[],[3584877]
b3447,-,3584877,[],[3583562],"[3583783, 3583956, 3584407, 3584906, 3584943]"
b3444,+,3581490,[3581452],[],"[3581407, 3581736]"
b3442,+,3579659,[3579877],[],"[3580607, 3580609]"
b4451,-,3579039,[3579162],[],"[3578988, 3579134]"
b3441,+,3578988,[3579134],[],[3579162]
b3438,-,3576776,"[3576834, 3576841, 3576892]","[3575782, 3576249, 3576592]",[3576784]
b3437,-,3575782,"[3575621, 3575666]",[],[]
b3433,-,3572960,[3573067],"[3571951, 3572139, 3572301]","[3572321, 3572636, 3572682]"
b3432,-,3571680,[],"[3569971, 3570418]",[3571553]
b3429,-,3566231,[],"[3564875, 3565242, 3565493]",[3565801]
b3428,-,3564875,[],"[3562339, 3562616, 3563527, 3564557]","[3562058, 3562070, 3562198, 3563026, 3563690, 3563723, 3563949]"
b3427,-,3562051,[],"[3561816, 3561887]","[3562058, 3562070]"
b3426,+,3559931,[3559952],[],"[3559947, 3561611]"
b3425,-,3559920,[3559947],[3559546],[3559931]
b3424,-,3559546,[3559507],"[3558777, 3558947, 3559176]",[3559125]
b3423,-,3558777,[],[3558113],[]
b3422,+,3556283,"[3556221, 3556265]",[3556711],"[3556270, 3556446, 3556992]"
b3421,-,3556270,[],"[3554949, 3555546]","[3554800, 3555643]"
b4475,-,3554949,[],"[3554335, 3554837]",[3554800]
b3418,+,3551046,[],"[3551113, 3551118]","[3552007, 3553512, 3553803]"
b3417,-,3550532,[3550629],[],"[3548316, 3548477, 3549392, 3549469, 3549919]"
b3415,+,3544468,[3544427],"[3544622, 3544652, 3544873, 3545126, 3545751, 3545759]",[]
b3414,+,3543480,[],[],"[3543599, 3543670]"
b3412,-,3542897,[3542903],"[3542441, 3542583]",[3542881]
b3413,+,3542881,[],"[3543206, 3543480]","[3542897, 3542903, 3543523, 3543599, 3543670]"
b3410,+,3540643,[3540563],[],[3540864]
b3408,+,3538080,[],[],[]
b3407,+,3535376,[3535165],"[3535846, 3535960, 3536553]","[3535505, 3536529, 3536804, 3537133, 3537445]"
b3406,+,3534789,[3534701],"[3534994, 3535165]","[3534736, 3534777, 3534797, 3534971]"
b3405,-,3534707,"[3534641, 3534736, 3534777, 3534797]","[3533934, 3534045, 3534428, 3534439]","[3534446, 3534460, 3534701]"
b3404,-,3533934,[3534045],"[3533456, 3533738]",[3532868]
b3403,+,3530702,[3530684],"[3530918, 3532056]",[]
b3402,-,3530485,[3530489],"[3528803, 3529064, 3529093, 3529663, 3529775, 3529781, 3529968, 3530030, 3530191]","[3528878, 3529122, 3530059]"
b3401,+,3527688,[],"[3527979, 3528209]",[3527786]
b3400,+,3527132,[],[3527688],[3527786]
b3399,+,3526512,[],"[3526896, 3527132]","[3526640, 3526867]"
b3398,+,3524342,"[3524193, 3524201, 3524259, 3524273, 3524488]","[3525418, 3525422, 3526512]","[3524761, 3525442, 3526640]"
b3397,-,3524252,"[3524195, 3524265, 3524269]",[],"[3523591, 3523839, 3524193, 3524201, 3524259]"
b3396,+,3520848,"[3520789, 3520869]",[3521321],"[3520829, 3521888]"
b3395,-,3520829,[],[3520549],"[3520789, 3520848, 3520869]"
b3390,-,3517188,[3517306],"[3516645, 3516771]","[3516793, 3517035]"
b3389,-,3516522,"[3516645, 3516771]",[3515621],[]
b3388,-,3515621,[],[3514273],"[3513947, 3515031]"
b3387,-,3513938,[],"[3513461, 3513773]","[3513252, 3513503, 3513613, 3513947]"
b3384,-,3511720,[],"[3510800, 3510946, 3511231, 3511529]","[3511341, 3511643]"
b3383,-,3510389,[3510596],[],[3509725]
b3377,-,3505507,[],[3505337],[3504832]
b3375,+,3501880,[3501792],[3502545],[]
b3374,+,3501074,[],"[3501373, 3501611, 3501792, 3501880]",[]
b3369,+,3497404,[3497208],[],"[3497440, 3497443]"
b3368,+,3495775,[3495769],"[3495879, 3497208]",[3496695]
b3367,+,3494861,[],"[3495028, 3495769, 3495775]","[3495467, 3495493, 3495716]"
b3364,+,3490542,[],"[3491538, 3491625, 3491658]","[3490712, 3490748, 3491739]"
b3363,-,3490357,[3490385],[3489911],[]
b3362,-,3489911,[],[],[3489603]
b3360,-,3488873,[],[],[]
b3359,-,3488243,[],"[3487291, 3487527]",[]
b3357,+,3483975,[],[],"[3484121, 3484340]"
b3356,-,3483974,[3484121],[3483626],"[3483585, 3483781]"
b3355,+,3482333,[],[3483291],"[3482480, 3482562, 3483073]"
b3354,+,3481999,[],[3482333],[3482480]
b3352,+,3479296,[3479217],[],"[3479258, 3479273, 3479298]"
b3351,-,3479273,"[3479258, 3479298]",[],[3479217]
b3349,-,3476547,"[3476580, 3476709]",[],"[3476157, 3476523]"
b3348,+,3475582,[3475495],[3475800],[]
b3347,-,3475490,"[3475534, 3475548]",[],"[3474743, 3475148, 3475495]"
b3346,-,3474528,[3474564],"[3474128, 3474153, 3474370]",[3474176]
b3342,-,3472641,"[3472741, 3472822]",[],[3472469]
b3339,-,3469604,[3469467],"[3468320, 3469072, 3469078]","[3468078, 3468080, 3469310, 3469368, 3469378]"
b3337,-,3465032,[],[],"[3464730, 3465001]"
b3336,-,3464769,[],"[3464603, 3464722]",[3464730]
b3334,+,3463003,[3462904],[3463227],"[3463099, 3463494, 3463563]"
b3324,+,3453406,[3453553],[],"[3454069, 3454113, 3454281, 3454312]"
b3322,-,3452248,[3452208],[3451857],"[3451616, 3451875]"
b3321,-,3451463,[3451504],[],[]
b3319,-,3450507,[],"[3449910, 3450289]",[]
b3318,-,3449910,[],[],[3449402]
b3313,-,3447300,[3447446],"[3446872, 3447150]","[3446810, 3447185]"
b3312,-,3446872,[],[],[3446810]
b3310,-,3446244,"[3446248, 3446323]",[],"[3445769, 3446199]"
b3308,-,3445710,[],"[3445022, 3445188]","[3445011, 3445059]"
b3307,-,3445022,[3445188],[],[3444608]
b3305,-,3444263,[],[],[3444030]
b3303,-,3443339,[],[],[]
b3300,-,3442255,[3442130],[3441152],"[3440770, 3441662, 3441884]"
b3296,-,3439775,[],[],"[3439083, 3439338, 3439556]"
b3294,-,3438283,[],[],[3437607]
b3293,-,3437568,[3437560],[],[3437607]
b4550,-,3436695,[],[],[]
b3291,+,3436023,[3436012],[],[3436031]
b3289,+,3433087,[],"[3433256, 3433265]","[3433302, 3433410, 3434177]"
b3288,+,3432045,[],"[3432746, 3433087]","[3432643, 3432712]"
b4473,-,3431626,"[3431655, 3431719, 3431872]","[3430625, 3430687, 3431218]","[3430409, 3431351]"
b3284,-,3430625,[3430687],[3430201],[3430409]
b3283,-,3430201,[],"[3429461, 3429558, 3429701]","[3429441, 3429882]"
b3282,-,3429558,"[3429461, 3429701]",[3429029],"[3429192, 3429441]"
b3281,-,3429029,[],[],[]
b3279,+,3427234,[],[3427729],"[3427225, 3427399, 3427580]"
b3278,-,3427069,[3426961],"[3425383, 3425539, 3426446]","[3426099, 3426793, 3426820, 3426825]"
b3277,-,3425174,[3425383],[],[]
b3276,-,3425055,[],[],[]
b3274,-,3421809,[],[],[]
b3273,-,3421677,[],[],[]
b3272,-,3421564,[],[],[]
b3269,+,3417945,[3418047],"[3418486, 3418744]",[]
b3268,+,3416940,[],"[3417240, 3417776, 3417945, 3418047]",[3417657]
b3267,+,3416352,[],[],[]
b3263,+,3410612,[3410433],[3410709],[3410577]
b3262,+,3409583,[],"[3410124, 3410192, 3410433]","[3409790, 3410150, 3410319, 3410577]"
b3260,+,3408270,[],"[3408721, 3408745]","[3408274, 3408583, 3408934]"
b3257,+,3405372,[],[],[3405637]
b3256,+,3403642,[],[],[]
b3255,+,3403161,[3403194],[3403642],"[3403720, 3403751]"
b3252,-,3401381,[3401445],"[3399807, 3400820, 3400905, 3401236]","[3401259, 3401399]"
b3253,+,3401259,[3401399],[],"[3401445, 3402364, 3402474, 3402488]"
b3251,-,3399376,[3399150],[3398551],[]
b3248,-,3396537,[],[],"[3395758, 3395857, 3396026]"
b4472,-,3394541,[],"[3390860, 3390952, 3392528]","[3391248, 3391554, 3392191, 3392461, 3392463]"
b3243,+,3387502,[3387405],"[3387740, 3387863, 3388445]","[3387465, 3387835]"
b3242,-,3387465,[],[],[3387405]
b3240,-,3386392,[3386293],"[3385439, 3385636]","[3384152, 3384814]"
b3239,-,3384191,[],[],[3384152]
b3238,+,3383504,[],[],[]
b3237,+,3382625,[3382699],[],"[3382747, 3383108, 3383159, 3383263]"
b3236,-,3382494,"[3382336, 3382396, 3382500, 3382540]",[3381397],[3382326]
b3235,+,3380195,"[3379952, 3380064]","[3380372, 3381058, 3381082, 3381233]",[]
b3234,+,3378720,"[3378517, 3378675, 3378682]","[3379952, 3380064]","[3379205, 3379412]"
b3233,+,3378148,[3378029],"[3378302, 3378517]",[3378129]
b3232,-,3378129,[3378081],"[3377146, 3377297]","[3376848, 3378029]"
b3231,-,3376830,[],[],"[3376155, 3376465, 3376527]"
b3229,-,3375588,[],[],[]
b3227,+,3372836,[],"[3373086, 3373094]","[3372896, 3373166, 3373246, 3373619, 3374242]"
b3226,-,3372540,[],[],"[3371702, 3372098]"
b3225,-,3371684,[],"[3370907, 3371257, 3371566]",[]
b3224,-,3370636,[],[3369470],[]
b3220,+,3365663,[3365775],"[3366087, 3366602, 3366897]","[3365791, 3367038]"
b3218,-,3364767,[],[3364731],[]
b4569,+,3363119,[],[],"[3363208, 3364731, 3364767]"
b3216,+,3360813,[],"[3360846, 3360947, 3361188, 3361224, 3361305, 3362219, 3362307, 3362530, 3363119]","[3360951, 3361008, 3361144, 3361471, 3361509, 3361932, 3362160, 3362164, 3362289, 3362435, 3362967, 3363072, 3363208]"
b3214,+,3359153,[],"[3359546, 3359567, 3359720]",[3359536]
b3212,+,3352533,[],[3352766],"[3352741, 3353955, 3354818, 3356709]"
b3211,-,3352099,[],[],"[3351116, 3351934, 3352084]"
b3210,-,3351071,"[3351079, 3351082]","[3350010, 3350706, 3350825, 3350922, 3351008]","[3349211, 3349740, 3349802, 3350049, 3351116]"
b4450,+,3348599,[3348595],[],[3348581]
b3209,-,3348581,[],[],[3347919]
b3207,+,3346448,[],[],"[3346557, 3347093]"
b3206,+,3345832,[3345915],[],[3346347]
b3203,+,3344100,[],[],[3344198]
b3202,+,3342703,[],"[3343627, 3344100]","[3343221, 3343694, 3343807, 3344198]"
b3200,+,3341136,[],[],"[3341379, 3341841]"
b3199,+,3340659,[],"[3340893, 3341136]","[3341053, 3341113, 3341273, 3341379]"
b3198,+,3340032,[3340249],[3340659],"[3340239, 3340261]"
b3195,-,3338265,[3338143],"[3337662, 3337712]",[]
b3196,+,3338233,[],"[3338358, 3338629, 3338741]","[3338265, 3338527]"
b3192,-,3336198,[],[3335523],"[3335356, 3335682, 3335976]"
b3191,-,3335523,[],"[3335005, 3335058]",[3335356]
b3190,-,3335005,"[3334854, 3335058]",[3334685],[]
b3189,-,3334685,[],"[3333762, 3334273]",[]
b3188,+,3332720,"[3332647, 3332880]",[3332978],[3333149]
b3187,+,3331658,[3331534],[3332647],[3331659]
b3186,-,3331538,[3331659],[],[3331534]
