#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_021352.1",216145,217806,"+",69620591,,"C629_RS01025","WP_003857181.1",553,"MULTISPECIES: DUF885 family protein"
"chromosome","NC_021352.1",217814,218953,"-",69620592,,"C629_RS01030","WP_003857179.1",379,"MULTISPECIES: AbrB family transcriptional regulator"
"chromosome","NC_021352.1",218986,219477,"-",69620593,,"C629_RS01035","WP_003857177.1",163,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",219614,220396,"+",69620594,,"C629_RS01040","WP_006283863.1",260,"MULTISPECIES: TSUP family transporter"
"chromosome","NC_021352.1",220464,220841,"+",69620595,,"C629_RS01045","WP_006283864.1",125,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",221250,223640,"-",69620596,,"C629_RS01050","WP_034982405.1",796,"MULTISPECIES: ATP-dependent RNA helicase"
"chromosome","NC_021352.1",224171,224848,"-",69620597,,"C629_RS01055","WP_003857169.1",225,"MULTISPECIES: sugar O-acetyltransferase"
"chromosome","NC_021352.1",224875,225567,"+",69620598,,"C629_RS01060","WP_003857167.1",230,"MULTISPECIES: alpha-ketoglutarate-dependent dioxygenase AlkB"
"chromosome","NC_021352.1",225641,226168,"+",69620599,,"C629_RS01065","WP_230471447.1",175,"MULTISPECIES: DNA-3-methyladenine glycosylase I"
"chromosome","NC_021352.1",226897,227190,"+",69620601,,"C629_RS01075","WP_003857164.1",97,"MULTISPECIES: RNA-binding S4 domain-containing protein"
"chromosome","NC_021352.1",227190,228044,"+",69620602,,"C629_RS01080","WP_003857162.1",284,"MULTISPECIES: VOC family protein"
"chromosome","NC_021352.1",228057,228401,"+",69620603,,"C629_RS01085","WP_003857160.1",114,"MULTISPECIES: MGMT family protein"
"chromosome","NC_021352.1",228498,229391,"+",69620604,,"C629_RS01090","WP_003857158.1",297,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",229388,230296,"-",69620605,,"C629_RS01095","WP_003857156.1",302,"MULTISPECIES: alpha/beta hydrolase"
"chromosome","NC_021352.1",230575,230889,"+",69620606,,"C629_RS01100","WP_166773886.1",104,"MULTISPECIES: RidA family protein"
"chromosome","NC_021352.1",231076,231309,"+",69620607,,"C629_RS01105","WP_003857151.1",77,"hypothetical protein"
"chromosome","NC_021352.1",231724,232803,"+",69620608,,"C629_RS01110","WP_208396182.1",359,"histidine kinase"
"chromosome","NC_021352.1",232871,233632,"+",69620609,,"C629_RS01115","WP_003857148.1",253,"response regulator transcription factor"
"chromosome","NC_021352.1",233801,234424,"+",69620610,,"C629_RS01120","WP_003857147.1",207,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",234492,236420,"-",69620611,,"C629_RS01125","WP_003857145.1",642,"M13 family metallopeptidase"
"chromosome","NC_021352.1",236523,237266,"+",69620612,,"C629_RS01130","WP_003857144.1",247,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",237263,238228,"+",69620613,,"C629_RS01135","WP_003857142.1",321,"MULTISPECIES: PrsW family intramembrane metalloprotease"
"chromosome","NC_021352.1",238643,239404,"-",69620614,"iolR","C629_RS01140","WP_003857140.1",253,"MULTISPECIES: GntR family transcriptional regulator IolR"
"chromosome","NC_021352.1",239847,240803,"+",69620615,"iolC","C629_RS01145","WP_003857138.1",318,"MULTISPECIES: 5-dehydro-2-deoxygluconokinase"
"chromosome","NC_021352.1",240853,241728,"+",69620616,,"C629_RS01150","WP_003857137.1",291,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",241742,243256,"+",69620617,,"C629_RS01155","WP_003857135.1",504,"MULTISPECIES: CoA-acylating methylmalonate-semialdehyde dehydrogenase"
"chromosome","NC_021352.1",243277,244167,"+",69620618,"iolB","C629_RS01160","WP_003857132.1",296,"MULTISPECIES: 5-deoxy-glucuronate isomerase"
"chromosome","NC_021352.1",244174,246087,"+",69620619,"iolD","C629_RS01165","WP_003857130.1",637,"MULTISPECIES: 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)"
"chromosome","NC_021352.1",246128,247084,"+",69620620,,"C629_RS01170","WP_003857128.1",318,"MULTISPECIES: sugar phosphate isomerase/epimerase"
"chromosome","NC_021352.1",247117,248130,"+",69620621,,"C629_RS01175","WP_003857126.1",337,"MULTISPECIES: Gfo/Idh/MocA family oxidoreductase"
"chromosome","NC_021352.1",248143,249015,"+",69620622,,"C629_RS01180","WP_003857124.1",290,"sugar phosphate isomerase/epimerase"
"chromosome","NC_021352.1",249109,250470,"+",69620623,,"C629_RS01185","WP_003857122.1",453,"MULTISPECIES: MFS transporter"
"chromosome","NC_021352.1",250498,251523,"+",69620624,,"C629_RS01190","WP_003857120.1",341,"MULTISPECIES: Gfo/Idh/MocA family oxidoreductase"
"chromosome","NC_021352.1",251651,252109,"+",69620625,,"C629_RS01195","WP_003857119.1",152,"MULTISPECIES: prevent-host-death protein"
"chromosome","NC_021352.1",252112,252459,"+",69620626,,"C629_RS01200","WP_003857117.1",115,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",252493,253491,"-",69620627,,"C629_RS01205","WP_003857115.1",332,"MULTISPECIES: LacI family transcriptional regulator"
"chromosome","NC_021352.1",253631,254860,"+",69620628,,"C629_RS01210","WP_003857113.1",409,"Gfo/Idh/MocA family oxidoreductase"
"chromosome","NC_021352.1",254876,255889,"+",69620629,,"C629_RS01215","WP_003857111.1",337,"MULTISPECIES: sugar phosphate isomerase/epimerase"
"chromosome","NC_021352.1",256247,256450,"+",69620630,,"C629_RS01220","WP_003857110.1",67,"MULTISPECIES: cold-shock protein"
"chromosome","NC_021352.1",256798,258594,"+",69620631,,"C629_RS01225","WP_230471448.1",598,"MULTISPECIES: iron ABC transporter permease"
"chromosome","NC_021352.1",258706,259875,"+",69620632,,"C629_RS01230","WP_003857107.1",389,"MULTISPECIES: ABC transporter substrate-binding protein"
"chromosome","NC_021352.1",259984,261021,"+",69620633,,"C629_RS01235","WP_020447916.1",345,"ABC transporter ATP-binding protein"
"chromosome","NC_021352.1",261028,261828,"+",69620634,,"C629_RS01240","WP_003857102.1",266,"MULTISPECIES: HAD-IA family hydrolase"
"chromosome","NC_021352.1",261825,262802,"+",69620635,,"C629_RS01245","WP_003857100.1",325,"MULTISPECIES: LacI family transcriptional regulator"
"chromosome","NC_021352.1",262825,263397,"+",69620636,,"C629_RS01250","WP_003857098.1",190,"MULTISPECIES: O-methyltransferase"
"chromosome","NC_021352.1",263435,263863,"-",69620637,,"C629_RS01255","WP_003857096.1",142,"MULTISPECIES: GNAT family N-acetyltransferase"
"chromosome","NC_021352.1",263883,264875,"-",69620638,,"C629_RS01260","WP_003857094.1",330,"MULTISPECIES: LacI family transcriptional regulator"
"chromosome","NC_021352.1",265059,265463,"+",69620639,,"C629_RS01265","WP_003857091.1",134,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",265839,267314,"-",69620640,,"C629_RS01270","WP_003857088.1",491,"sugar porter family MFS transporter"
"chromosome","NC_021352.1",268041,268454,"+",69620641,,"C629_RS01275","WP_006285365.1",137,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",268493,269536,"+",69620642,,"C629_RS01280","WP_230471399.1",347,"MULTISPECIES: DDE-type integrase/transposase/recombinase"
"chromosome","NC_021352.1",269710,270147,"-",69620643,,"C629_RS01285","WP_003857685.1",145,"MULTISPECIES: PAS domain S-box protein"
"chromosome","NC_021352.1",270349,274881,"+",69620644,"gltB","C629_RS01290","WP_003857681.1",1510,"glutamate synthase large subunit"
"chromosome","NC_021352.1",274881,276401,"+",69620645,,"C629_RS01295","WP_003857679.1",506,"MULTISPECIES: glutamate synthase subunit beta"
"chromosome","NC_021352.1",276521,278008,"-",69620646,,"C629_RS01300","WP_003857678.1",495,"MULTISPECIES: glutamate-cysteine ligase family protein"
"chromosome","NC_021352.1",278301,281741,"-",69620647,,"C629_RS01305","WP_003857675.1",1146,"arabinosyltransferase domain-containing protein"
"chromosome","NC_021352.1",281767,283800,"-",69620648,,"C629_RS01310","WP_003857673.1",677,"MULTISPECIES: galactan 5-O-arabinofuranosyltransferase"
"chromosome","NC_021352.1",283970,284731,"-",69620649,,"C629_RS01315","WP_003857671.1",253,"MULTISPECIES: decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase"
"chromosome","NC_021352.1",284752,286218,"-",69620650,,"C629_RS01320","WP_003857669.1",488,"MULTISPECIES: FAD-binding oxidoreductase"
"chromosome","NC_021352.1",286295,286522,"-",69620651,,"C629_RS01325","WP_003857667.1",75,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",286558,287049,"+",69620652,,"C629_RS01330","WP_074469824.1",163,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",287046,287501,"+",69620653,,"C629_RS01335","WP_003857661.1",151,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",287527,288423,"+",69620654,,"C629_RS01340","WP_003857660.1",298,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",288475,288873,"+",69620655,,"C629_RS01345","WP_172767997.1",132,"MULTISPECIES: GtrA family protein"
"chromosome","NC_021352.1",288884,289288,"+",69620656,,"C629_RS01350","WP_003857656.1",134,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",289290,289925,"+",69620657,,"C629_RS01355","WP_003857654.1",211,"MULTISPECIES: MOSC domain-containing protein"
"chromosome","NC_021352.1",289922,290854,"-",69620658,,"C629_RS01360","WP_006285442.1",310,"MULTISPECIES: glycosyltransferase family 2 protein"
"chromosome","NC_021352.1",290876,291475,"-",69620659,,"C629_RS01365","WP_006285444.1",199,"MULTISPECIES: VOC family protein"
"chromosome","NC_021352.1",292048,292839,"-",69620660,,"C629_RS01370","WP_003857649.1",263,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome","NC_021352.1",292850,293746,"-",69620661,,"C629_RS01375","WP_003857646.1",298,"MULTISPECIES: ABC transporter permease"
"chromosome","NC_021352.1",293889,295064,"+",69620662,,"C629_RS01380","WP_003857644.1",391,"aminotransferase class V-fold PLP-dependent enzyme"
"chromosome","NC_021352.1",295061,296017,"-",69620663,,"C629_RS01385","WP_003857642.1",318,"MULTISPECIES: zinc-binding dehydrogenase"
"chromosome","NC_021352.1",296038,296565,"-",69620664,,"C629_RS01390","WP_003857640.1",175,"hypothetical protein"
"chromosome","NC_021352.1",296839,297120,"+",69620666,,"C629_RS01400","WP_003857637.1",93,"MULTISPECIES: (2Fe-2S)-binding protein"
"chromosome","NC_021352.1",297117,298604,"-",69620667,,"C629_RS01405","WP_003857636.1",495,"MULTISPECIES: sodium:alanine symporter family protein"
"chromosome","NC_021352.1",299246,300157,"+",69620668,,"C629_RS01415","WP_020309518.1",303,"MULTISPECIES: type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein"
"chromosome","NC_021352.1",300149,301222,"-",69620669,,"C629_RS01420","WP_003857630.1",357,"MULTISPECIES: ThiF family adenylyltransferase"
"chromosome","NC_021352.1",301219,301677,"-",69620670,,"C629_RS01425","WP_003857628.1",152,"MULTISPECIES: molybdenum cofactor biosynthesis protein MoaE"
"chromosome","NC_021352.1",301667,302128,"-",69620671,,"C629_RS01430","WP_003857626.1",153,"MULTISPECIES: MogA/MoaB family molybdenum cofactor biosynthesis protein"
"chromosome","NC_021352.1",302125,302595,"-",69620672,"moaC","C629_RS01435","WP_003857624.1",156,"MULTISPECIES: cyclic pyranopterin monophosphate synthase MoaC"
"chromosome","NC_021352.1",302610,303794,"-",69620673,,"C629_RS01440","WP_003857622.1",394,"MULTISPECIES: molybdopterin molybdotransferase MoeA"
"chromosome","NC_021352.1",303798,304649,"-",69620674,,"C629_RS01445","WP_003857621.1",283,"MULTISPECIES: molybdenum ABC transporter permease"
"chromosome","NC_021352.1",304630,305436,"-",69620675,"modA","C629_RS01450","WP_003857620.1",268,"MULTISPECIES: molybdate ABC transporter substrate-binding protein"
"chromosome","NC_021352.1",305596,305853,"+",69620676,,"C629_RS01455","WP_003863405.1",85,"MULTISPECIES: MoaD/ThiS family protein"
"chromosome","NC_021352.1",305850,306764,"-",69620677,,"C629_RS01460","WP_003857615.1",304,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome","NC_021352.1",306767,307189,"-",69620678,,"C629_RS01465","WP_003857613.1",140,"MULTISPECIES: phage holin family protein"
"chromosome","NC_021352.1",307179,308204,"-",69620679,"hisC","C629_RS01470","WP_006285462.1",341,"MULTISPECIES: histidinol-phosphate transaminase"
"chromosome","NC_021352.1",309097,310407,"+",69620682,"mgtE","C629_RS01485","WP_006285464.1",436,"MULTISPECIES: magnesium transporter"
"chromosome","NC_021352.1",310814,312397,"+",69620683,,"C629_RS01490","WP_006285466.1",527,"MULTISPECIES: DASS family sodium-coupled anion symporter"
"chromosome","NC_021352.1",312759,313781,"-",69620685,,"C629_RS01500","WP_003855646.1",340,"MULTISPECIES: prephenate dehydrogenase"
"chromosome","NC_021352.1",313819,314313,"+",69620686,,"C629_RS01505","WP_003855648.1",164,"MULTISPECIES: tRNA adenosine deaminase-associated protein"
"chromosome","NC_021352.1",314313,314792,"+",69620687,"tadA","C629_RS01510","WP_003855650.1",159,"MULTISPECIES: tRNA adenosine(34) deaminase TadA"
"chromosome","NC_021352.1",314894,315097,"+",69620688,,"C629_RS01515","WP_003855652.1",67,"MULTISPECIES: CsbD family protein"
"chromosome","NC_021352.1",315384,315719,"+",69620690,,"C629_RS01525","WP_020447870.1",111,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",315811,318216,"+",69620691,,"C629_RS01530","WP_003855656.1",801,"MULTISPECIES: MMPL family transporter"
"chromosome","NC_021352.1",318228,319484,"+",69620692,"tgt","C629_RS01535","WP_020309519.1",418,"MULTISPECIES: tRNA guanosine(34) transglycosylase Tgt"
"chromosome","NC_021352.1",319463,320215,"-",69620693,,"C629_RS01540","WP_003855660.1",250,"queuosine precursor transporter"
"chromosome","NC_021352.1",320337,321419,"+",69620694,,"C629_RS01545","WP_003855661.1",360,"MULTISPECIES: DUF1611 domain-containing protein"
"chromosome","NC_021352.1",321412,322851,"+",69620695,,"C629_RS01550","WP_011896558.1",479,"MULTISPECIES: ABC transporter ATP-binding protein/permease"
"chromosome","NC_021352.1",322861,323742,"+",69620696,"gluQRS","C629_RS01555","WP_003855665.1",293,"MULTISPECIES: tRNA glutamyl-Q(34) synthetase GluQRS"
"chromosome","NC_021352.1",323736,324728,"-",69620697,,"C629_RS01560","WP_003855667.1",330,"intradiol ring-cleavage dioxygenase"
"chromosome","NC_021352.1",325949,327247,"+",69620699,,"C629_RS01570","WP_222431737.1",432,"MULTISPECIES: aspartate transaminase"
"chromosome","NC_021352.1",327249,327881,"+",69620700,,"C629_RS01575","WP_003855671.1",210,"MULTISPECIES: suppressor of fused domain protein"
"chromosome","NC_021352.1",327900,330185,"+",69620701,,"C629_RS01580","WP_034982424.1",761,"MULTISPECIES: DNA polymerase III subunit gamma and tau"
"chromosome","NC_021352.1",330294,330605,"+",69620702,,"C629_RS01585","WP_003855676.1",103,"MULTISPECIES: YbaB/EbfC family nucleoid-associated protein"
"chromosome","NC_021352.1",330709,331365,"+",69620703,,"C629_RS01590","WP_003855678.1",218,"MULTISPECIES: recombination protein RecR"
"chromosome","NC_021352.1",332186,333106,"+",69620704,,"C629_RS01595","WP_230471449.1",306,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",333708,337673,"+",69620705,,"C629_RS01600","WP_003855682.1",1321,"non-ribosomal peptide synthetase"
"chromosome","NC_021352.1",337670,339121,"+",69620706,,"C629_RS01605","WP_003855684.1",483,"MULTISPECIES: heparan-alpha-glucosaminide N-acetyltransferase domain-containing protein"
"chromosome","NC_021352.1",339242,339994,"-",69620707,,"C629_RS01610","WP_003855686.1",250,"MULTISPECIES: glutamine amidotransferase"
"chromosome","NC_021352.1",339994,341265,"-",69620708,,"C629_RS01615","WP_003855691.1",423,"MULTISPECIES: Mur ligase family protein"
"chromosome","NC_021352.1",341295,342377,"-",69620709,,"C629_RS01620","WP_003855693.1",360,"MULTISPECIES: DNA polymerase III subunit epsilon"
"chromosome","NC_021352.1",342758,344608,"-",69620710,"leuA","C629_RS01625","WP_003855695.1",616,"MULTISPECIES: 2-isopropylmalate synthase"
"chromosome","NC_021352.1",345251,350452,"+",69620711,,"C629_RS01630","WP_020447871.1",1733,"VaFE repeat-containing surface-anchored protein"
"chromosome","NC_021352.1",350522,350659,"+",69623432,,"C629_RS16065","WP_003855699.1",45,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",350745,351353,"-",69620712,,"C629_RS01635","WP_003855701.1",202,"MULTISPECIES: TetR/AcrR family transcriptional regulator"
"chromosome","NC_021352.1",351755,352624,"-",69620713,,"C629_RS01640","WP_031511790.1",289,"MULTISPECIES: DMT family transporter"
"chromosome","NC_021352.1",352871,354136,"+",69620714,,"C629_RS01645","WP_003855724.1",421,"MULTISPECIES: aspartate kinase"
"chromosome","NC_021352.1",354160,355194,"+",69620715,,"C629_RS01650","WP_003855726.1",344,"aspartate-semialdehyde dehydrogenase"
"chromosome","NC_021352.1",355274,356695,"+",69620716,,"C629_RS01655","WP_011896572.1",473,"hypothetical protein"
"chromosome","NC_021352.1",357043,357624,"-",69620717,,"C629_RS01660","WP_003855731.1",193,"MULTISPECIES: RNA polymerase sigma factor"
"chromosome","NC_021352.1",357828,359378,"+",69620718,,"C629_RS01665","WP_003855734.1",516,"MULTISPECIES: catalase"
"chromosome","NC_021352.1",359458,359751,"-",69620719,,"C629_RS01670","WP_003855736.1",97,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",359803,360258,"-",69620720,,"C629_RS01675","WP_003855738.1",151,"MULTISPECIES: Lrp/AsnC family transcriptional regulator"
"chromosome","NC_021352.1",360333,361088,"+",69620721,"brnF","C629_RS01680","WP_003855739.1",251,"MULTISPECIES: branched-chain amino acid exporter BrnF"
"chromosome","NC_021352.1",361085,361411,"+",69620722,"brnE","C629_RS01685","WP_003855740.1",108,"MULTISPECIES: branched-chain amino acid exporter BrnE"
"chromosome","NC_021352.1",361488,361781,"-",69620723,,"C629_RS01690","WP_003855742.1",97,"MULTISPECIES: hypothetical protein"
"chromosome","NC_021352.1",361889,362236,"-",69620724,,"C629_RS01695","WP_003855744.1",115,"MULTISPECIES: metalloregulator ArsR/SmtB family transcription factor"
"chromosome","NC_021352.1",362363,363400,"+",69620725,"arsB","C629_RS01700","WP_003855746.1",345,"MULTISPECIES: ACR3 family arsenite efflux transporter"
"chromosome","NC_021352.1",363397,363786,"+",69620726,,"C629_RS01705","WP_003855752.1",129,"MULTISPECIES: low molecular weight phosphatase family protein"
"chromosome","NC_021352.1",363850,364170,"-",69620727,,"C629_RS01710","WP_003855754.1",106,"MULTISPECIES: Na+/H+ antiporter subunit G"
"chromosome","NC_021352.1",364171,364443,"-",69620728,,"C629_RS01715","WP_003855756.1",90,"MULTISPECIES: cation:proton antiporter"
"chromosome","NC_021352.1",364450,364905,"-",69620729,,"C629_RS01720","WP_003855758.1",151,"MULTISPECIES: monovalent cation/H+ antiporter subunit E"
"chromosome","NC_021352.1",364905,366431,"-",69620730,,"C629_RS01725","WP_020309521.1",508,"monovalent cation/H+ antiporter subunit D family protein"
